apply_country,filing_year,assignee_country,cnt
SA,2021,US,52
SE,1997,JP,52
SG,2013,GB,52
SI,2012,DE,52
TW,1995,DE,52
US,1991,CH,52
US,1996,AU,52
ZA,2017,DE,52
ZA,2019,FR,52
AU,1994,US,51
AU,2003,DK,51
AU,2007,CN,51
AU,2014,KR,51
CA,1994,SE,51
CA,1996,NL,51
CL,2013,DE,51
CN,1996,SE,51
CN,1997,SE,51
CY,2021,US,51
CZ,1993,FR,51
DE,2016,TW,51
DK,1999,FR,51
DK,2010,JP,51
DK,2015,GB,51
ES,2007,NL,51
ES,2007,DK,51
ES,2010,GB,51
FR,1997,US,51
FR,2009,US,51
HK,2014,GB,51
HU,2014,FR,51
IL,1991,US,51
JP,1994,US,51
KR,2003,GB,51
MX,2012,DK,51
MX,2021,DK,51
MY,1996,US,51
NO,1998,GB,51
NO,2001,SE,51
PL,2005,FR,51
PL,2014,NL,51
RU,1994,UA,51
SG,2011,CH,51
SI,2011,US,51
SK,1993,US,51
SK,1998,US,51
TW,2017,FR,51
TW,2021,GB,51
US,1999,TW,51
AR,2016,DE,50
AT,1990,JP,50
AT,1992,GB,50
AT,2000,AU,50
AU,2002,GB,50
AU,2006,BE,50
BR,1990,DE,50
BR,1991,DE,50
BR,2002,CH,50
BR,2003,CH,50
BR,2003,GB,50
BR,2022,FR,50
CA,1994,IT,50
CA,1995,SE,50
CO,2009,US,50
CO,2010,US,50
CZ,1996,FR,50
DK,2006,FR,50
DK,2011,JP,50
DK,2014,NL,50
DK,2014,CN,50
ES,1999,DE,50
ES,2010,KR,50
ES,2016,CH,50
ES,2017,CN,50
FI,1991,JP,50
FR,2016,US,50
GB,2011,NO,50
GB,2020,CA,50
HU,2000,FR,50
HU,2013,FR,50
HU,2019,US,50
IL,2021,CA,50
IN,2013,GB,50
IT,1991,DE,50
LT,2016,US,50
MA,2017,FR,50
MX,2011,NL,50
NO,2005,GB,50
PE,2014,US,50
PL,2015,IT,50
PT,2000,FR,50
PT,2011,FR,50
RU,2012,KR,50
RU,2013,SE,50
SG,2013,CN,50
TW,2009,GB,50
TW,2009,FR,50
TW,2012,BE,50
US,1998,IT,50
ZA,2018,FR,50
ZA,2023,DE,50
AT,1991,NL,49
AU,1996,US,49
AU,2004,CH,49
AU,2006,DK,49
BR,2021,NL,49
CA,1992,IT,49
CA,1995,AT,49
CN,1992,DE,49
DK,2007,FR,49
DK,2009,JP,49
DK,2017,CN,49
DK,2018,NO,49
ES,1995,US,49
ES,2001,JP,49
GB,2001,DE,49
GB,2005,TW,49
GB,2006,DE,49
GB,2010,JP,49
HK,2013,CH,49
HR,2012,DE,49
HU,1991,US,49
HU,2002,DE,49
IE,2023,CN,49
IL,2017,JP,49
IT,2000,JP,49
MX,2011,ES,49
MX,2014,IT,49
MX,2014,ES,49
MX,2017,SE,49
MX,2018,FR,49
MY,1995,US,49
MY,2013,DE,49
NO,2001,GB,49
PL,1996,FR,49
PT,1999,FR,49
RU,2009,CH,49
RU,2012,GB,49
RU,2014,NL,49
SE,1990,US,49
SI,2003,US,49
SI,2005,US,49
SM,2016,US,49
TW,2010,FR,49
US,1990,IT,49
US,1993,IT,49
US,1999,CH,49
ZA,2019,DE,49
AT,1991,GB,48
AT,1992,JP,48
AT,1993,NL,48
AT,2005,CA,48
BR,1997,CH,48
BR,1998,FR,48
BR,2003,NL,48
CA,2001,DK,48
CN,1993,CH,48
DE,2019,SE,48
DK,2014,CH,48
EC,2019,US,48
ES,1992,DE,48
ES,2012,GB,48
ES,2014,GB,48
FI,1993,CH,48
FI,1994,JP,48
FI,1995,CH,48
FI,2017,DE,48
GB,2007,NO,48
GB,2009,DE,48
GB,2010,TW,48
GR,2000,US,48
HR,2012,US,48
HR,2019,DE,48
ID,1999,JP,48
IN,2010,DE,48
MX,2021,CA,48
NO,1991,SE,48
NO,2016,US,48
PL,2017,CH,48
PL,2017,DK,48
PL,2023,KR,48
RS,2013,US,48
RU,1992,DE,48
RU,2010,IT,48
RU,2010,KR,48
SE,1995,US,48
SG,2012,CH,48
SG,2016,DE,48
TW,2019,AT,48
US,1991,IT,48
AT,1997,IT,47
AT,1999,NL,47
AT,2006,KR,47
AU,2004,DK,47
AU,2006,CH,47
AU,2008,KR,47
BR,2000,AU,47
CA,1991,IT,47
CA,1993,IT,47
CR,2017,US,47
DK,1991,JP,47
DK,2011,GB,47
ES,2007,IT,47
ES,2016,CN,47
FR,2016,CH,47
GB,2008,DE,47
HK,1999,JP,47
HK,2009,JP,47
HU,2015,FR,47
HU,2018,CN,47
IT,1994,DE,47
KR,2005,CA,47
KR,2006,CH,47
MX,2007,JP,47
MX,2011,GB,47
MY,1999,JP,47
MY,2016,CN,47
NO,1993,FR,47
NO,1996,GB,47
NO,2008,GB,47
PL,2014,DK,47
PL,2019,SE,47
PL,2020,DK,47
RU,1991,DE,47
RU,2015,GB,47
RU,2018,FR,47
RU,2020,JP,47
SG,2014,CN,47
SI,2003,DE,47
TR,1998,DE,47
TW,2011,HK,47
TW,2015,BE,47
TW,2016,CH,47
TW,2016,BE,47
TW,2017,SG,47
UY,2021,US,47
ZA,2011,GB,47
ZA,2012,CH,47
AT,1999,IT,46
AT,2008,DK,46
AU,2001,GB,46
CA,1994,AU,46
CH,2015,US,46
CN,1993,GB,46
CR,2018,US,46
DE,2013,SE,46
DK,2004,GB,46
DK,2019,ES,46
ES,1998,DE,46
ES,2008,BE,46
ES,2010,NL,46
ES,2011,GB,46
FI,1994,CH,46
FR,2005,US,46
FR,2007,US,46
FR,2010,JP,46
FR,2014,CH,46
GB,2010,DK,46
HU,2002,FR,46
HU,2009,DE,46
IL,2019,JP,46
IL,2022,FR,46
IT,1994,JP,46
MA,2010,FR,46
MX,2012,ES,46
MX,2012,CN,46
MX,2016,NL,46
MX,2017,ES,46
MX,2018,GB,46
MX,2021,NL,46
MY,2010,DE,46
MY,2020,US,46
NO,2002,GB,46
PL,2012,IT,46
PL,2012,KR,46
PL,2012,JP,46
RS,2014,US,46
RS,2016,US,46
SG,2012,GB,46
SG,2020,JP,46
SI,2011,DE,46
SK,1996,US,46
TR,1996,US,46
TW,1996,FR,46
TW,2004,FR,46
TW,2010,GB,46
TW,2014,CH,46
TW,2015,KY,46
TW,2022,FR,46
TW,2023,FR,46
US,1992,SE,46
US,1995,AU,46
ZA,2004,US,46
ZA,2014,GB,46
AU,1995,US,45
AU,2003,FR,45
AU,2005,NL,45
AU,2007,DK,45
BR,1993,DE,45
BR,1997,JP,45
BR,1999,GB,45
CA,1992,SE,45
DE,2020,SE,45
DK,1993,FR,45
DK,1998,FR,45
DK,2006,JP,45
DK,2020,FR,45
ES,2005,GB,45
ES,2006,IT,45
ES,2015,KR,45
HK,1998,DE,45
HK,2013,FR,45
IL,1990,US,45
IL,2016,CH,45
IN,2012,CN,45
KR,2004,CA,45
MX,1992,US,45
MX,2010,NL,45
MX,2011,CA,45
MX,2017,KR,45
MY,2001,US,45
MY,2005,JP,45
NO,1997,SE,45
NO,2007,GB,45
NO,2017,US,45
PL,2001,FR,45
PL,2002,FR,45
PL,2015,FI,45
PL,2016,IT,45
PL,2018,DK,45
PT,1991,DE,45
PT,2010,FR,45
RU,1993,DE,45
RU,1997,KR,45
RU,2009,NL,45
SE,1996,US,45
SG,2017,GB,45
SI,2009,DE,45
SI,2013,DE,45
SK,1997,DE,45
UA,2005,US,45
UA,2008,US,45
UA,2012,US,45
UA,2016,US,45
US,1992,CH,45
US,1999,NL,45
AT,1994,IT,44
AT,1996,IT,44
DK,2003,JP,44
DK,2012,GB,44
DK,2016,CN,44
DK,2017,SE,44
ES,2011,KR,44
FI,1990,JP,44
FI,1991,CH,44
FR,2011,JP,44
FR,2013,KR,44
FR,2018,BE,44
GB,2011,FR,44
GB,2022,DE,44
GR,2000,DE,44
HU,2000,JP,44
ID,2000,JP,44
IL,2018,CH,44
KR,2007,TW,44
MX,2016,SE,44
NO,1990,JP,44
NO,1992,CH,44
NO,1994,SE,44
NO,1998,SE,44
NO,1999,SE,44
PH,2018,CN,44
PL,2011,JP,44
PL,2011,GB,44
PL,2013,DK,44
PL,2018,IT,44
PT,1996,DE,44
PT,2019,US,44
PT,2020,DE,44
RU,1992,US,44
RU,1992,BY,44
RU,2011,GB,44
SG,2013,FR,44
SK,1992,CZ,44
TW,2011,FR,44
TW,2014,KY,44
US,1994,AU,44
AR,2006,DE,43
AR,2007,DE,43
AT,1990,GB,43
AT,2002,CA,43
BR,1996,GB,43
BR,2002,GB,43
BR,2004,NL,43
CA,1991,NL,43
CA,1993,AT,43
CA,1998,KR,43
CN,1995,NL,43
CN,1996,CA,43
DE,2007,NL,43
DE,2012,GB,43
DK,1994,FR,43
DK,2008,GB,43
ES,2011,NL,43
ES,2013,CN,43
ES,2014,BE,43
GB,2006,TW,43
GB,2019,FR,43
HK,1997,JP,43
HR,2010,US,43
HR,2021,DE,43
HU,1995,JP,43
HU,2013,JP,43
IL,2018,CN,43
IT,2002,DE,43
KR,1992,DE,43
KR,2003,FR,43
KR,2003,NL,43
MX,2008,CH,43
MX,2013,DK,43
MX,2019,CA,43
MX,2021,FR,43
MY,2010,FR,43
NO,1990,CH,43
NO,1991,CH,43
NO,1995,CH,43
NO,1996,JP,43
NO,1997,CH,43
NO,2006,JP,43
PL,1997,NL,43
PL,1998,FR,43
PL,2011,NL,43
PL,2012,NL,43
PT,2012,FR,43
PT,2013,CH,43
RU,2006,GB,43
RU,2008,NL,43
RU,2014,CH,43
RU,2014,IT,43
RU,2014,KR,43
RU,2016,KR,43
SG,2014,GB,43
SI,2004,DE,43
SK,1998,DE,43
TR,1999,DE,43
TW,2010,KY,43
ZA,2012,GB,43
ZA,2012,CN,43
ZA,2022,GB,43
AT,1991,CH,42
AT,1992,IT,42
AU,2002,CA,42
AU,2005,BE,42
BR,2004,CH,42
CL,2017,DE,42
CL,2023,DE,42
CN,1998,IT,42
CO,1998,US,42
CZ,1992,FR,42
DE,2009,FR,42
DE,2020,GB,42
DE,2022,TW,42
DK,1993,JP,42
DK,1995,CH,42
DK,2003,FR,42
DK,2009,GB,42
DK,2014,BE,42
ES,2009,NL,42
FI,1996,SE,42
FR,1999,US,42
FR,2008,US,42
GB,2004,DE,42
GB,2011,IL,42
HR,2011,DE,42
HU,2014,JP,42
HU,2020,JP,42
MA,2010,US,42
MX,2002,FR,42
MX,2004,FR,42
MX,2015,ES,42
MX,2019,FR,42
MY,2004,JP,42
NO,1998,CH,42
NO,2006,GB,42
PE,2013,US,42
PL,1991,DE,42
PL,2003,JP,42
PL,2008,CH,42
PL,2011,KR,42
PL,2019,CH,42
PT,2019,FR,42
RS,2011,DE,42
RS,2012,US,42
RU,2007,GB,42
SE,1997,US,42
SG,2016,GB,42
SG,2017,DE,42
SI,2010,DE,42
TW,2013,KY,42
US,1990,SE,42
US,1999,SE,42
ZA,2014,CH,42
AT,2011,DE,41
BR,2004,SE,41
CA,1990,IT,41
CA,1996,AT,41
CN,1994,AU,41
DE,2018,TW,41
DK,1993,GB,41
DK,1997,JP,41
DK,2019,GB,41
DK,2021,ES,41
ES,2015,GB,41
FR,1995,JP,41
FR,1996,US,41
GB,2010,NO,41
GB,2018,NO,41
GB,2021,NO,41
HK,1995,US,41
HU,2010,DE,41
ID,1998,DE,41
IL,2013,JP,41
IL,2019,CN,41
IL,2021,NL,41
IN,2013,CH,41
JO,2017,US,41
KR,1991,DE,41
KR,1993,DE,41
MX,2007,GB,41
MX,2020,NL,41
MX,2022,FR,41
MX,2023,CN,41
MY,1996,JP,41
MY,2011,DE,41
NO,1990,GB,41
NO,1998,JP,41
NO,2004,GB,41
PH,2015,KR,41
PH,2019,TW,41
PL,1992,US,41
PL,1993,FR,41
PL,2010,IT,41
PL,2018,NL,41
PL,2018,CH,41
PT,1993,US,41
PT,1996,FR,41
PT,2004,FR,41
RU,2005,UA,41
RU,2008,GB,41
RU,2017,CH,41
SG,2013,CH,41
SI,2014,DE,41
SI,2017,US,41
UA,2004,US,41
UA,2010,US,41
US,1990,AU,41
UY,2014,US,41
ZA,2013,GB,41
ZA,2023,FR,41
AR,2013,CN,40
AT,1994,GB,40
AT,1999,CA,40
AT,2008,BE,40
AU,2004,NL,40
AU,2005,KR,40
BR,1996,FR,40
BR,2001,GB,40
BR,2004,IT,40
CA,1992,AU,40
CA,1993,AU,40
CA,1995,IT,40
CZ,2002,DE,40
DE,2013,FR,40
DK,1991,NL,40
DK,1994,JP,40
DK,2003,NL,40
DK,2005,GB,40
DK,2008,CH,40
DK,2012,AT,40
DK,2012,NL,40
ES,1993,DE,40
ES,2015,CN,40
ES,2020,CN,40
FI,1990,GB,40
FI,1992,GB,40
FI,1997,DE,40
GB,2012,NO,40
GB,2018,IE,40
HR,2017,US,40
HU,1996,FR,40
HU,2019,JP,40
HU,2023,KR,40
IL,2017,GB,40
IT,1996,DE,40
LT,2010,US,40
LT,2012,US,40
MX,1994,US,40
MX,2000,AU,40
MX,2001,FR,40
MX,2006,FR,40
MX,2007,CH,40
MX,2008,CA,40
MX,2010,GB,40
MY,2009,DE,40
MY,2021,JP,40
NO,1996,SE,40
NO,2000,NL,40
NO,2001,BE,40
NO,2005,NL,40
PH,2016,DE,40
PH,2019,KR,40
PL,2013,FI,40
PL,2020,GB,40
PT,2007,FR,40
RU,1991,US,40
RU,2008,SE,40
RU,2010,FI,40
RU,2010,CN,40
SG,2018,SA,40
SK,2001,DE,40
TW,2003,GB,40
ZA,2020,DE,40
ZA,2023,RU,40
AR,2012,CH,39
AR,2013,FR,39
AT,1990,CH,39
AU,2002,FR,39
BR,2001,CH,39
CA,1990,NL,39
CN,1994,SE,39
CN,1994,GB,39
DK,1994,CH,39
DK,1995,FR,39
DK,2001,JP,39
DK,2002,JP,39
DK,2013,AT,39
DK,2013,ES,39
DK,2016,SE,39
DK,2018,NL,39
ES,2009,AT,39
ES,2012,KR,39
ES,2018,CN,39
FI,1995,IT,39
FI,1995,JP,39
FR,1998,US,39
FR,2013,BE,39
FR,2014,US,39
GB,2022,NO,39
HK,2013,GB,39
HK,2014,DE,39
HU,2013,CH,39
HU,2018,FR,39
IL,2016,JP,39
IL,2017,CH,39
IL,2018,JP,39
IT,1999,JP,39
KR,2000,JP,39
KR,2002,DE,39
MX,2007,CA,39
MX,2010,ES,39
MX,2022,CH,39
MY,1993,US,39
MY,2017,DE,39
NL,2019,CN,39
NO,1991,JP,39
NO,2005,CH,39
NO,2008,JP,39
PL,2008,NL,39
PL,2010,NL,39
PL,2012,AT,39
PL,2020,NL,39
PL,2020,BE,39
PL,2021,US,39
PL,2021,DK,39
RU,2004,KR,39
RU,2015,SE,39
SE,1999,DE,39
SG,2009,JP,39
SG,2010,FR,39
SG,2015,CN,39
SI,2007,DE,39
SK,1994,DE,39
UY,2012,US,39
UY,2019,US,39
ZA,2015,FR,39
ZA,2021,GB,39
ZA,2021,FR,39
AT,1995,IT,38
AT,1997,NL,38
AT,1998,NL,38
AT,1999,SE,38
AT,2019,DE,38
AU,1992,US,38
BR,2022,SE,38
CL,2010,US,38
CL,2016,DE,38
CN,1991,DE,38
CN,1994,IT,38
CN,1997,AT,38
CR,2016,US,38
DE,2012,FR,38
DE,2015,FR,38
DK,1991,GB,38
DK,1997,FR,38
DK,2011,BE,38
DK,2015,IT,38
DK,2015,CN,38
DK,2018,CN,38
ES,2006,DK,38
ES,2016,KR,38
FI,1992,SE,38
FI,1996,DE,38
FI,1998,US,38
FI,2003,RU,38
FR,2004,US,38
FR,2006,TW,38
FR,2015,JP,38
GB,1998,KR,38
GR,1997,DE,38
HR,2014,FR,38
HR,2018,FR,38
HU,1993,GB,38
HU,1998,CH,38
HU,1999,FR,38
IL,2010,DE,38
IL,2017,FR,38
KR,1990,DE,38
KR,2005,TW,38
LT,2011,US,38
MX,2008,GB,38
MX,2018,SE,38
MX,2019,ES,38
NO,1993,GB,38
NO,1994,CH,38
NO,2003,NL,38
PE,1999,US,38
PH,2013,US,38
PL,1999,CH,38
PL,2006,JP,38
PL,2012,BE,38
PT,2002,FR,38
SG,2015,CH,38
SI,2006,DE,38
SI,2008,DE,38
SK,1992,DE,38
SK,2000,DE,38
SM,2014,US,38
TW,1991,US,38
TW,1993,DE,38
UA,2018,US,38
US,1993,AU,38
US,1993,FI,38
ZA,2021,DE,38
AT,1990,IT,37
AT,1990,NL,37
AT,1998,IT,37
AT,2007,KR,37
AU,1993,US,37
CA,1994,AT,37
CN,1995,AU,37
CY,2016,DE,37
CY,2016,US,37
CZ,1993,GB,37
DE,2010,SE,37
DE,2014,FR,37
DE,2022,CH,37
DK,1993,CH,37
DK,2000,GB,37
DK,2003,GB,37
DK,2010,FI,37
DK,2013,BE,37
DK,2020,ES,37
ES,2012,BE,37
ES,2016,GB,37
ES,2017,JP,37
FI,1992,CH,37
FR,2002,US,37
FR,2005,TW,37
GB,2019,KR,37
GB,2023,LU,37
HR,2014,DE,37
HR,2018,DE,37
HR,2018,US,37
HU,2001,FR,37
HU,2005,US,37
ID,1997,DE,37
IN,2010,JP,37
IN,2012,NL,37
IN,2013,KR,37
MA,2015,JP,37
MY,1994,US,37
MY,2006,DE,37
MY,2009,FR,37
MY,2012,DE,37
NO,1998,NL,37
NO,1999,NL,37
PE,2001,US,37
PH,2020,KR,37
PT,1990,FR,37
PT,2014,CN,37
RU,1995,DE,37
RU,2009,KR,37
RU,2011,KR,37
RU,2017,SE,37
RU,2019,US,37
SA,2022,DE,37
SG,2019,FR,37
SK,1997,KR,37
TW,1999,FR,37
TW,2005,NL,37
US,1991,TW,37
US,1992,TW,37
ZA,2011,CH,37
ZA,2012,JP,37
ZA,2018,GB,37
AT,1993,IT,36
AT,1995,JP,36
AU,2005,CH,36
BR,1997,KR,36
BR,2000,GB,36
CH,2019,DE,36
CL,2008,DE,36
CN,1990,FR,36
CN,2011,JP,36
CR,2008,US,36
CY,2011,US,36
DE,2008,GB,36
DE,2011,GB,36
DE,2013,GB,36
DE,2021,CH,36
DK,2002,FR,36
DK,2003,IT,36
DK,2007,NL,36
DK,2007,GB,36
DK,2008,NL,36
DK,2012,CH,36
DK,2017,BE,36
DK,2019,NL,36
ES,1991,US,36
ES,1992,US,36
ES,2003,FR,36
ES,2006,BE,36
ES,2006,CH,36
ES,2019,FR,36
FR,2001,US,36
FR,2006,US,36
FR,2012,KR,36
FR,2014,KR,36
FR,2021,CN,36
GB,2010,DE,36
GB,2017,NO,36
GR,1995,DE,36
HR,2016,DE,36
HU,1992,FR,36
HU,2017,CN,36
HU,2017,FR,36
HU,2020,US,36
IE,1991,DE,36
IL,2023,DE,36
MA,2020,US,36
MX,2011,AU,36
MY,2006,JP,36
MY,2012,CN,36
MY,2014,DE,36
MY,2015,CN,36
MY,2020,CN,36
NO,1996,FR,36
NO,2003,FR,36
PL,2005,IT,36
PL,2011,BE,36
PT,1998,FR,36
PT,2015,GB,36
RU,1990,US,36
RU,2007,UA,36
RU,2017,NL,36
SG,2014,FR,36
SG,2015,GB,36
SG,2018,DE,36
SK,1993,FR,36
SK,1999,DE,36
TW,1993,FR,36
TW,2004,CH,36
AR,2005,DE,35
AR,2013,CH,35
BR,2000,SE,35
BR,2000,CH,35
BR,2001,AT,35
BR,2001,IT,35
BR,2003,IT,35
CL,2018,NO,35
CN,1993,AU,35
CO,1999,US,35
CY,2012,US,35
CZ,1997,KR,35
DE,2021,FR,35
DK,2004,CH,35
DK,2005,FR,35
DK,2014,ES,35
DK,2015,NO,35
DK,2017,CH,35
DK,2019,JP,35
ES,1990,US,35
ES,1993,US,35
ES,2005,IT,35
ES,2018,IT,35
FR,2021,JP,35
GB,1998,CA,35
GB,2019,NO,35
HU,2019,FR,35
IL,2017,DE,35
IN,2011,US,35
IN,2012,FR,35
IT,1997,JP,35
JO,2018,RU,35
JP,1991,US,35
JP,1993,US,35
JP,1995,US,35
KR,2004,CH,35
LT,2009,US,35
MA,2011,US,35
MA,2018,ES,35
MX,2003,CA,35
MX,2010,IL,35
MX,2018,DK,35
MX,2018,ES,35
MX,2022,GB,35
MY,2014,FR,35
NO,1991,IT,35
PL,2004,JP,35
PL,2010,GB,35
PL,2011,IT,35
PL,2022,FR,35
PT,2005,IT,35
PT,2014,GB,35
PT,2015,CH,35
PT,2018,IT,35
RS,2012,DE,35
RU,2002,DE,35
SG,2011,FR,35
SK,1994,US,35
SK,1999,US,35
TR,1997,DE,35
TW,1997,KR,35
TW,2000,KR,35
TW,2003,CH,35
TW,2004,GB,35
TW,2008,CN,35
TW,2013,HK,35
TW,2014,NL,35
US,1992,AU,35
US,1997,NL,35
ZA,2015,GB,35
ZA,2017,CN,35
AR,1998,DE,34
AR,2019,BR,34
AT,1992,NL,34
AT,1994,SE,34
AT,2013,DE,34
AU,1991,US,34
AU,2002,CH,34
AU,2003,IT,34
AU,2004,KR,34
CA,1990,SE,34
CA,1991,SE,34
CL,2022,DE,34
CN,1991,FR,34
CN,2012,JP,34
CO,2000,US,34
CR,2012,US,34
CU,2015,US,34
CZ,1999,FR,34
DE,2021,IN,34
DE,2022,AT,34
DK,2007,JP,34
DK,2019,CN,34
DK,2022,CN,34
ES,1995,DE,34
FI,1993,NL,34
FI,1996,JP,34
FI,1998,JP,34
FI,1999,US,34
FR,2008,JP,34
FR,2013,CN,34
GR,2001,US,34
HK,2015,JP,34
HR,2009,DE,34
HR,2019,FR,34
HU,1994,FR,34
HU,1994,CH,34
HU,2015,CH,34
IL,2011,JP,34
IL,2019,IT,34
IL,2022,ES,34
IN,2010,FR,34
IT,1996,US,34
IT,2000,US,34
KR,1992,FR,34
MA,2013,FR,34
MA,2013,US,34
MA,2016,FR,34
MA,2019,FR,34
MX,1997,DE,34
MX,2003,GB,34
MX,2005,JP,34
MY,2001,JP,34
MY,2015,FR,34
NO,1990,SE,34
NO,1992,AT,34
NO,1992,SE,34
NO,1995,JP,34
NO,1999,CH,34
NO,2004,JP,34
NO,2007,DK,34
NO,2019,US,34
PH,2016,CH,34
PH,2016,CN,34
PL,2008,IT,34
PL,2009,NL,34
PL,2009,IT,34
PT,1997,FR,34
PT,2013,NL,34
PT,2021,DE,34
RU,2007,NL,34
RU,2008,IT,34
RU,2017,GB,34
RU,2018,SE,34
RU,2019,DE,34
SE,2003,US,34
SE,2021,FI,34
SG,2018,GB,34
SI,2016,DE,34
SK,1995,DE,34
SK,2001,US,34
TW,2002,GB,34
TW,2020,DK,34
TW,2022,GB,34
US,1990,NL,34
US,1991,SE,34
US,1998,TW,34
UY,2016,US,34
ZA,2008,US,34
AR,2004,FR,33
AR,2013,GB,33
AT,1998,SE,33
AT,1998,CA,33
AT,2006,CA,33
BR,1997,GB,33
BR,1998,SE,33
BR,1998,CH,33
CA,1992,CN,33
CA,2023,SE,33
CL,2016,FI,33
CL,2019,DE,33
CY,2015,DE,33
CZ,1998,FR,33
DE,2008,SE,33
DE,2021,TW,33
DK,1994,IT,33
DK,1996,GB,33
DK,1998,JP,33
DK,1999,GB,33
DK,2005,JP,33
DK,2009,NL,33
DK,2012,BE,33
DK,2018,SE,33
DK,2019,CH,33
ES,1991,DE,33
ES,2006,KR,33
FI,1992,AT,33
FI,2004,US,33
FR,2014,JP,33
FR,2023,US,33
GB,2016,NO,33
GB,2017,IE,33
GB,2018,KR,33
GB,2021,CA,33
GB,2023,JP,33
GR,1995,US,33
HR,2010,DE,33
HR,2017,DE,33
HU,1994,GB,33
HU,2001,JP,33
HU,2014,CN,33
IL,2012,CH,33
IL,2012,DE,33
IL,2016,FR,33
IL,2019,CH,33
IN,2011,JP,33
IN,2014,KR,33
IT,1990,DE,33
IT,1995,US,33
KR,2001,DE,33
MA,2014,DE,33
MA,2015,DE,33
MX,2001,CH,33
MX,2005,FR,33
MY,1992,US,33
NO,1992,GB,33
NO,2002,SE,33
NO,2003,CH,33
PH,2011,CH,33
PL,1997,FR,33
PL,2001,GB,33
PL,2007,NL,33
PT,2000,GB,33
PT,2016,CH,33
PT,2020,FR,33
PT,2020,US,33
RU,1990,UA,33
RU,2008,KR,33
RU,2009,DK,33
RU,2009,CN,33
RU,2017,KR,33
SA,2023,CN,33
SE,1994,DE,33
SG,2011,CN,33
SG,2016,FR,33
SG,2018,FR,33
SG,2019,DE,33
SI,2015,DE,33
TR,2000,DE,33
TW,1996,KR,33
TW,2005,GB,33
TW,2006,BE,33
TW,2007,CH,33
TW,2023,GB,33
US,1991,NL,33
UY,2018,US,33
ZA,2013,CN,33
AR,2000,DE,32
AR,2001,DE,32
AR,2009,CH,32
AT,1992,SE,32
AT,1996,NL,32
AT,1997,SE,32
AT,2007,DK,32
AT,2009,IT,32
AT,2009,CH,32
BR,1996,JP,32
BR,1997,SE,32
CL,2018,CH,32
CY,2012,DE,32
CZ,1991,DE,32
CZ,1999,JP,32
DE,2008,IT,32
DE,2023,TW,32
DK,1990,GB,32
DK,1992,GB,32
DK,1992,IT,32
DK,2001,FR,32
DK,2008,JP,32
DK,2010,NL,32
DK,2012,IT,32
DK,2016,ES,32
DK,2021,FR,32
ES,2000,JP,32
ES,2017,IT,32
FI,1995,DK,32
FI,2000,US,32
FI,2009,DE,32
FR,1996,CH,32
FR,2009,JP,32
GB,1996,TW,32
GB,1999,KR,32
GR,1995,FR,32
HK,2009,DE,32
HR,2011,US,32
HR,2013,DE,32
HR,2019,US,32
HU,2015,BE,32
HU,2017,CH,32
ID,1999,DE,32
IL,2017,CN,32
IN,2014,GB,32
IT,1994,US,32
KR,2005,AU,32
MA,2016,CH,32
MX,1996,DE,32
MX,2002,JP,32
MX,2022,IT,32
MY,2003,JP,32
MY,2019,DE,32
NO,2002,NL,32
NO,2004,DK,32
PE,1998,US,32
PE,2000,US,32
PL,1995,CH,32
PL,1998,SE,32
PL,2010,DK,32
PL,2010,FI,32
PT,1991,FR,32
PT,2009,CH,32
PT,2011,CH,32
PT,2012,IT,32
PT,2017,GB,32
RU,1997,FR,32
RU,1998,DE,32
RU,2002,CH,32
SE,1994,US,32
SE,1996,FI,32
SG,2011,GB,32
SG,2012,CN,32
SG,2017,FR,32
SI,2013,CH,32
SI,2017,DE,32
SK,1999,FR,32
SM,2009,IT,32
TR,2014,US,32
UY,2013,US,32
ZA,2012,CA,32
ZA,2014,JP,32
ZA,2016,FR,32
AR,2008,BE,31
BR,1999,SE,31
BR,1999,KR,31
CA,1990,AU,31
CA,2023,DK,31
CA,2023,CH,31
CL,2011,DE,31
CN,1995,SE,31
CN,2008,CH,31
CN,2010,JP,31
CO,1997,US,31
CU,2019,FR,31
CZ,1995,CH,31
CZ,1997,AT,31
CZ,1997,CH,31
CZ,1997,NL,31
DK,1991,IT,31
DK,1991,SE,31
DK,1998,GB,31
DK,2011,CN,31
DK,2018,JP,31
DK,2019,SE,31
ES,2007,KR,31
ES,2017,CH,31
ES,2018,DK,31
FI,1993,CA,31
FI,2006,DE,31
GB,2004,CA,31
GB,2010,IE,31
GB,2013,CH,31
GB,2020,FR,31
GB,2021,KR,31
HK,2005,DE,31
HK,2013,NL,31
HU,1995,AT,31
HU,1999,GB,31
HU,2001,CH,31
HU,2016,CH,31
HU,2018,IT,31
IL,2014,DE,31
IN,2015,US,31
JP,1992,US,31
JP,1996,DE,31
MA,2023,CN,31
MX,2008,NL,31
MY,2008,DE,31
NO,2001,DK,31
NO,2002,JP,31
PE,2007,US,31
PH,2016,FR,31
PL,2002,NL,31
PL,2003,FR,31
PL,2004,GB,31
PL,2006,BE,31
PL,2021,IT,31
PL,2021,ES,31
PT,2003,FR,31
PT,2014,NL,31
PT,2014,CH,31
PT,2015,ES,31
PT,2017,CN,31
PT,2018,CN,31
RU,2006,NL,31
RU,2007,KR,31
RU,2009,GB,31
SE,2010,US,31
SE,2020,FI,31
SG,2012,FR,31
SG,2020,KR,31
SI,2005,DE,31
SK,1992,US,31
